TYPE,USAGE_NUMBER,SPLIT_NUMBER,SPLIT_CROSSREF,REFERENCE,DETAILS,USER_NAME,DATE,AMOUNT,FOREIGN_AMOUNT,DELETED_FLAG,CIS_VAT,RECORD_CREATE_DATE,RECORD_MODIFY_DATE,RECORD_DELETED
PP,1302,802,1043, (BACS),£ 178.36 (£ 178.36) from PP 68014,Judith,2016-04-28,178.35999999999999,178.35999999999999,0,0.0,2016-04-28 11:07:27,2019-01-25 14:31:07,0
PP,1303,803,1043, (BACS),£ 0.01 (£ 0.01) from PP 68014,Judith,2016-04-28,0.01,0.01,0,0.0,2016-04-28 11:07:27,2019-01-25 14:31:07,0
PP,1304,804,1043, (BACS),£ 20.26 (£ 20.26) from PP 68014,Judith,2016-04-28,20.259999999999998,20.259999999999998,0,0.0,2016-04-28 11:07:27,2019-01-25 14:31:07,0
PP,1305,805,1043, (BACS),£ 20.26 (£ 20.26) from PP 68014,Judith,2016-04-28,20.259999999999998,20.259999999999998,0,0.0,2016-04-28 11:07:27,2019-01-25 14:31:07,0
PP,1306,806,1043, (BACS),£ 20.26 (£ 20.26) from PP 68014,Judith,2016-04-28,20.259999999999998,20.259999999999998,0,0.0,2016-04-28 11:07:27,2019-01-25 14:31:07,0
PP,1307,807,1043, (BACS),£ 20.26 (£ 20.26) from PP 68014,Judith,2016-04-28,20.259999999999998,20.259999999999998,0,0.0,2016-04-28 11:07:27,2019-01-25 14:31:07,0
PP,1308,808,1043, (BACS),£ 20.26 (£ 20.26) from PP 68014,Judith,2016-04-28,20.259999999999998,20.259999999999998,0,0.0,2016-04-28 11:07:27,2019-01-25 14:31:07,0
PP,1309,809,1043, (BACS),£ 20.26 (£ 20.26) from PP 68014,Judith,2016-04-28,20.259999999999998,20.259999999999998,0,0.0,2016-04-28 11:07:27,2019-01-25 14:31:07,0
PP,1310,810,1044, (BACS),£ 22.50 (£ 22.50) from PP 68015,Judith,2016-04-28,22.5,22.5,0,0.0,2016-04-28 11:07:50,2019-01-25 14:31:07,0
PP,1311,811,1044, (BACS),£ 32.40 (£ 32.40) from PP 68015,Judith,2016-04-28,32.4,32.4,0,0.0,2016-04-28 11:07:50,2019-01-25 14:31:07,0
PP,1312,812,1044, (BACS),£ 40.50 (£ 40.50) from PP 68015,Judith,2016-04-28,40.5,40.5,0,0.0,2016-04-28 11:07:50,2019-01-25 14:31:07,0
PP,1313,813,1044, (BACS),£ 35.70 (£ 35.70) from PP 68015,Judith,2016-04-28,35.7,35.7,0,0.0,2016-04-28 11:07:50,2019-01-25 14:31:07,0
PP,1314,814,1044, (BACS),£ 22.79 (£ 22.79) from PP 68015,Judith,2016-04-28,22.79,22.79,0,0.0,2016-04-28 11:07:50,2019-01-25 14:31:07,0
PP,1315,815,1044, (BACS),£ 8.99 (£ 8.99) from PP 68015,Judith,2016-04-28,8.99,8.99,0,0.0,2016-04-28 11:07:50,2019-01-25 14:31:07,0
PP,1316,816,1046,bacs,£ 116.28 (£ 116.28) from PP 68017,Judith,2016-04-28,116.28,116.28,0,0.0,2016-04-28 11:08:54,2019-01-25 14:31:07,0
PP,1317,817,1046,bacs,£ 12.00 (£ 12.00) from PP 68017,Judith,2016-04-28,12.0,12.0,0,0.0,2016-04-28 11:08:54,2019-01-25 14:31:07,0
PP,1318,818,1047,bacs,£ 456.00 (£ 456.00) from PP 68018,Judith,2016-04-28,456.0,456.0,0,0.0,2016-04-28 11:09:17,2019-01-25 14:31:07,0
PP,1319,819,1047,bacs,£ 42.00 (£ 42.00) from PP 68018,Judith,2016-04-28,42.0,42.0,0,0.0,2016-04-28 11:09:17,2019-01-25 14:31:07,0
PP,1320,820,1047,bacs,£ 600.00 (£ 600.00) from PP 68018,Judith,2016-04-28,600.0,600.0,0,0.0,2016-04-28 11:09:17,2019-01-25 14:31:07,0
PP,1321,821,1048, (BACS),£ 60.00 (£ 60.00) from PP 68019,Judith,2016-04-28,60.0,60.0,0,0.0,2016-04-28 11:10:37,2019-01-25 14:31:07,0
PP,1322,822,1049,bacs,£ 60.17 (£ 60.17) from PP 68020,Judith,2016-04-28,60.17,60.17,0,0.0,2016-04-28 11:11:04,2019-01-25 14:31:07,0
PP,1323,823,1049,bacs,£ 12.00 (£ 12.00) from PP 68020,Judith,2016-04-28,12.0,12.0,0,0.0,2016-04-28 11:11:04,2019-01-25 14:31:07,0
PP,1324,824,1049,bacs,£ 57.54 (£ 57.54) from PP 68020,Judith,2016-04-28,57.54,57.54,0,0.0,2016-04-28 11:11:04,2019-01-25 14:31:07,0
PP,1325,825,1049,bacs,£ 31.19 (£ 31.19) from PP 68020,Judith,2016-04-28,31.189999999999998,31.189999999999998,0,0.0,2016-04-28 11:11:04,2019-01-25 14:31:07,0
PP,1326,826,1049,bacs,£ 7.23 (£ 7.23) from PP 68020,Judith,2016-04-28,7.2299999999999995,7.2299999999999995,0,0.0,2016-04-28 11:11:04,2019-01-25 14:31:07,0
PP,1327,827,1049,bacs,£ 25.24 (£ 25.24) from PP 68020,Judith,2016-04-28,25.240000000000002,25.240000000000002,0,0.0,2016-04-28 11:11:04,2019-01-25 14:31:07,0
PP,1328,828,1049,bacs,£ 84.74 (£ 84.74) from PP 68020,Judith,2016-04-28,84.74,84.74,0,0.0,2016-04-28 11:11:04,2019-01-25 14:31:07,0
PP,1329,829,1049,bacs,£ 10.83 (£ 10.83) from PP 68020,Judith,2016-04-28,10.83,10.83,0,0.0,2016-04-28 11:11:04,2019-01-25 14:31:07,0
PP,1330,830,1049,bacs,£ 82.76 (£ 82.76) from PP 68020,Judith,2016-04-28,82.76,82.76,0,0.0,2016-04-28 11:11:04,2019-01-25 14:31:07,0
PP,1331,831,1049,bacs,£ 11.92 (£ 11.92) from PP 68020,Judith,2016-04-28,11.92,11.92,0,0.0,2016-04-28 11:11:04,2019-01-25 14:31:07,0
PP,1332,832,1049,bacs,£ 62.78 (£ 62.78) from PP 68020,Judith,2016-04-28,62.779999999999994,62.779999999999994,0,0.0,2016-04-28 11:11:04,2019-01-25 14:31:07,0
PP,1333,833,1049,bacs,£ 21.73 (£ 21.73) from PP 68020,Judith,2016-04-28,21.73,21.73,0,0.0,2016-04-28 11:11:04,2019-01-25 14:31:07,0
PP,1334,834,1049,bacs,£ 60.80 (£ 60.80) from PP 68020,Judith,2016-04-28,60.8,60.8,0,0.0,2016-04-28 11:11:04,2019-01-25 14:31:07,0
PP,1335,835,1049,bacs,£ 35.97 (£ 35.97) from PP 68020,Judith,2016-04-28,35.97,35.97,0,0.0,2016-04-28 11:11:04,2019-01-25 14:31:07,0
PP,1336,836,1051, (BACS),£ 27.79 (£ 27.79) from PP 68022,Judith,2016-04-28,27.79,27.79,0,0.0,2016-04-28 11:11:37,2019-01-25 14:31:07,0
PP,1337,837,1051, (BACS),£ 27.79 (£ 27.79) from PP 68022,Judith,2016-04-28,27.79,27.79,0,0.0,2016-04-28 11:11:37,2019-01-25 14:31:07,0
PI,1338,838,757,exp pm,£ 7.86 (€ 10.00) to PI 67244,Judith,2016-03-18,7.859999999999999,10.0,0,0.0,2016-04-06 10:21:29,2019-01-25 14:31:07,0
PI,1339,839,1185,IT exp,£ 131.65 (£ 131.65) to PI 68156,Judith,2016-04-30,131.65,131.65,0,0.0,2016-06-21 15:41:51,2019-01-25 14:31:07,0
PR,1340,840,841,pcash,£ 120.43 (€ 153.19) to PR 67339,Judith,2016-03-31,120.42999999999999,153.19,0,0.0,2016-04-06 12:36:51,2019-01-25 14:31:07,0
PC,1341,841,840,,£ 120.43 (€ 153.19) from PC 67338,Judith,2016-03-31,120.42999999999999,153.19,0,0.0,2016-04-06 12:36:51,2019-01-25 14:31:07,0
PI,1342,842,1360,pm exp,£ 102.59 (£ 102.59) to PI 68331,Judith,2016-05-06,102.59,102.59,0,0.0,2016-06-21 15:36:54,2019-01-25 14:31:07,0
PI,1343,843,376,EMP,£ 222.60 (£ 222.60) to PI 61923,Judith,2016-03-18,222.6,222.6,0,0.0,2016-04-06 15:56:13,2019-01-25 14:31:07,0
PI,1344,844,518,DIS ins,£ 167.35 (£ 167.35) to PI 64218,Judith,2016-03-22,167.35,167.35,0,0.0,2016-04-06 16:06:37,2019-01-25 14:31:07,0
SR,1345,845,2047,4464 4471,£ 1050.00 (£ 1050.00) from SR 69273,Olia,2016-05-26,1050.0,1050.0,0,0.0,2016-06-19 22:51:58,2019-01-25 14:31:07,0
SR,1346,846,1498,4470,£ 3300.00 (£ 3300.00) from SR 68516,Olia,2016-05-03,3300.0,3300.0,0,0.0,2016-05-20 13:45:03,2019-01-25 14:31:07,0
PI,1347,847,628,18513,£ 821.72 ($ 1170.00) to PI 66053,Judith,2016-03-07,821.72,1170.0,0,0.0,2016-10-14 15:44:39,2019-01-25 14:31:07,0
PI,1348,847,4896,REVAL,£ 21.42 ($ 0.00) to PI 72123,Judith,2016-10-14,21.419999999999998,0.0,0,0.0,2016-10-14 15:44:39,2019-01-25 14:31:07,0
PI,1349,847,3644,18627,£ 616.14 ($ 855.00) to PI 70870,Judith,2016-07-15,616.14,855.0,0,0.0,2016-10-14 15:44:39,2019-01-25 14:31:07,0
PI,1350,847,3645,18627,£ 270.24 ($ 375.00) to PI 70871,Judith,2016-07-15,270.24,375.0,0,0.0,2016-10-14 15:44:39,2019-01-25 14:31:07,0
SI,1351,848,674,4432,£ 2130.61 (€ 2800.00) to SI 66775,Judith,2016-03-09,2130.6099999999997,2800.0,0,0.0,2016-04-07 15:34:48,2019-01-25 14:31:07,0
SI,1352,848,849,REVAL,£ 70.58 (€ 0.00) to SI 67437,Judith,2016-03-09,70.58,0.0,0,0.0,2016-04-07 15:34:48,2019-01-25 14:31:07,0
SI,1353,848,675,4432,£ 1381.09 (€ 1815.00) to SI 66776,Judith,2016-03-09,1381.09,1815.0,0,0.0,2016-04-07 15:34:48,2019-01-25 14:31:07,0
SI,1354,848,850,REVAL,£ 45.75 (€ 0.00) to SI 67438,Judith,2016-03-09,45.75,0.0,0,0.0,2016-04-07 15:34:48,2019-01-25 14:31:07,0
SI,1355,848,676,4432,£ 1331.63 (€ 1750.00) to SI 66777,Judith,2016-03-09,1331.6299999999999,1750.0,0,0.0,2016-04-07 15:34:48,2019-01-25 14:31:07,0
SI,1356,848,851,REVAL,£ 44.11 (€ 0.00) to SI 67439,Judith,2016-03-09,44.11,0.0,0,0.0,2016-04-07 15:34:48,2019-01-25 14:31:07,0
SI,1357,848,677,4432,£ 5524.36 (€ 7260.00) to SI 66778,Judith,2016-03-09,5524.36,7260.0,0,0.0,2016-04-07 15:34:49,2019-01-25 14:31:07,0
SI,1358,848,852,REVAL,£ 183.01 (€ 0.00) to SI 67440,Judith,2016-03-09,183.01,0.0,0,0.0,2016-04-07 15:34:49,2019-01-25 14:31:07,0
SI,1359,848,678,4432,£ 11.41 (€ 15.00) to SI 66779,Judith,2016-03-09,11.41,15.0,0,0.0,2016-04-07 15:34:49,2019-01-25 14:31:07,0
SI,1360,848,853,REVAL,£ 0.38 (€ 0.00) to SI 67441,Judith,2016-03-09,0.38,0.0,0,0.0,2016-04-07 15:34:49,2019-01-25 14:31:07,0
SR,1361,849,848,4432,£ 70.58 (€ 0.00) from SR 67436,Judith,2016-03-09,70.58,0.0,0,0.0,2016-04-07 15:34:48,2019-01-25 14:31:07,0
SR,1362,850,848,4432,£ 45.75 (€ 0.00) from SR 67436,Judith,2016-03-09,45.75,0.0,0,0.0,2016-04-07 15:34:48,2019-01-25 14:31:07,0
SR,1363,851,848,4432,£ 44.11 (€ 0.00) from SR 67436,Judith,2016-03-09,44.11,0.0,0,0.0,2016-04-07 15:34:48,2019-01-25 14:31:07,0
SR,1364,852,848,4432,£ 183.01 (€ 0.00) from SR 67436,Judith,2016-03-09,183.01,0.0,0,0.0,2016-04-07 15:34:49,2019-01-25 14:31:07,0
SR,1365,853,848,4432,£ 0.38 (€ 0.00) from SR 67436,Judith,2016-03-09,0.38,0.0,0,0.0,2016-04-07 15:34:49,2019-01-25 14:31:07,0
SI,1366,854,706,4433,£ 905.63 (€ 1152.00) to SI 67104,Judith,2016-03-14,905.6299999999999,1152.0,0,0.0,2016-04-07 15:44:49,2019-01-25 14:31:07,0
SI,1367,855,584,4373,£ 2248.52 (€ 3194.70) to SI 65761,Judith,2016-03-15,2248.52,3194.7,0,0.0,2016-04-07 16:01:09,2019-01-25 14:31:07,0
SI,1368,855,856,REVAL,£ 262.96 (€ 0.00) to SI 67454,Judith,2016-03-15,262.96,0.0,0,0.0,2016-04-07 16:01:09,2019-01-25 14:31:07,0
SI,1369,855,585,4373,£ 475.08 (€ 675.00) to SI 65762,Judith,2016-03-15,475.08000000000004,675.0,0,0.0,2016-04-07 16:01:09,2019-01-25 14:31:07,0
SI,1370,855,857,REVAL,£ 55.56 (€ 0.00) to SI 67455,Judith,2016-03-15,55.56,0.0,0,0.0,2016-04-07 16:01:09,2019-01-25 14:31:07,0
SI,1371,855,586,4373,£ 2375.42 (€ 3375.00) to SI 65763,Judith,2016-03-15,2375.42,3375.0,0,0.0,2016-04-07 16:01:09,2019-01-25 14:31:07,0
SI,1372,855,858,REVAL,£ 277.80 (€ 0.00) to SI 67456,Judith,2016-03-15,277.8,0.0,0,0.0,2016-04-07 16:01:09,2019-01-25 14:31:07,0
SI,1373,855,587,4373,£ 5257.60 (€ 7470.00) to SI 65764,Judith,2016-03-15,5257.6,7470.0,0,0.0,2016-04-07 16:01:09,2019-01-25 14:31:07,0
SI,1374,855,859,REVAL,£ 614.86 (€ 0.00) to SI 67457,Judith,2016-03-15,614.86,0.0,0,0.0,2016-04-07 16:01:09,2019-01-25 14:31:07,0
SI,1375,855,588,4373,£ 204.11 (€ 290.00) to SI 65765,Judith,2016-03-15,204.10999999999999,290.0,0,0.0,2016-04-07 16:01:09,2019-01-25 14:31:07,0
SI,1376,855,860,REVAL,£ 23.87 (€ 0.00) to SI 67458,Judith,2016-03-15,23.869999999999997,0.0,0,0.0,2016-04-07 16:01:09,2019-01-25 14:31:07,0
SI,1377,855,722,4456,£ 7429.01 (€ 9450.00) to SI 67132,Judith,2016-03-18,7429.01,9450.0,0,0.0,2016-04-07 16:01:09,2019-01-25 14:31:07,0
SI,1378,855,723,4456,£ 727.18 (€ 925.00) to SI 67133,Judith,2016-03-18,727.1800000000001,925.0,0,0.0,2016-04-07 16:01:09,2019-01-25 14:31:07,0
SI,1379,855,724,4456,£ 786.42 (€ 1000.36) to SI 67134,Judith,2016-03-18,786.42,1000.36,0,0.0,2016-04-07 16:01:09,2019-01-25 14:31:07,0
SR,1380,856,855,"4373,part4456",£ 262.96 (€ 0.00) from SR 67453,Judith,2016-03-15,262.96,0.0,0,0.0,2016-04-07 16:01:09,2019-01-25 14:31:07,0
SR,1381,857,855,"4373,part4456",£ 55.56 (€ 0.00) from SR 67453,Judith,2016-03-15,55.56,0.0,0,0.0,2016-04-07 16:01:09,2019-01-25 14:31:07,0
SR,1382,858,855,"4373,part4456",£ 277.80 (€ 0.00) from SR 67453,Judith,2016-03-15,277.8,0.0,0,0.0,2016-04-07 16:01:09,2019-01-25 14:31:07,0
SR,1383,859,855,"4373,part4456",£ 614.86 (€ 0.00) from SR 67453,Judith,2016-03-15,614.86,0.0,0,0.0,2016-04-07 16:01:09,2019-01-25 14:31:07,0
SR,1384,860,855,"4373,part4456",£ 23.87 (€ 0.00) from SR 67453,Judith,2016-03-15,23.869999999999997,0.0,0,0.0,2016-04-07 16:01:09,2019-01-25 14:31:07,0
SI,1385,861,724,4456,£ 2853.68 (€ 3630.00) to SI 67134,Judith,2016-03-18,2853.68,3630.0,0,0.0,2016-04-07 16:02:58,2019-01-25 14:31:07,0
SR,1386,862,1516,4477,£ 1050.00 (£ 1050.00) from SR 68534,Olia,2016-05-10,1050.0,1050.0,0,0.0,2016-05-20 14:03:22,2019-01-25 14:31:07,0
SR,1387,863,1332,4476,£ 1350.00 (£ 1350.00) from SR 68303,Judith,2016-04-29,1350.0,1350.0,0,0.0,2016-05-10 15:35:17,2019-01-25 14:31:07,0
SR,1388,864,1332,4476,£ 420.00 (£ 420.00) from SR 68303,Judith,2016-04-29,420.0,420.0,0,0.0,2016-05-10 15:35:18,2019-01-25 14:31:07,0
SR,1389,865,1502,4475,£ 1350.00 (£ 1350.00) from SR 68520,Olia,2016-05-09,1350.0,1350.0,0,0.0,2016-05-20 13:49:54,2019-01-25 14:31:07,0
SR,1390,866,1557,4474,£ 750.00 (£ 750.00) from SR 68644,Olia,2016-05-13,750.0,750.0,0,0.0,2016-05-22 15:56:30,2019-01-25 14:31:07,0
SR,1391,867,1500,4473,£ 1650.00 (£ 1650.00) from SR 68518,Olia,2016-05-06,1650.0,1650.0,0,0.0,2016-05-20 13:48:29,2019-01-25 14:31:07,0
PI,1392,868,871,china,£ 224.79 (£ 224.79) to PI 67547,Judith,2016-03-31,224.79000000000002,224.79000000000002,0,0.0,2016-04-11 15:06:17,2019-01-25 14:31:07,0
PI,1393,869,887,RFOYSTER,£ 3.70 (£ 3.70) to PI 67568,Judith,2016-03-31,3.7,3.7,0,0.0,2016-07-26 12:29:22,2019-01-25 14:31:07,0
PI,1394,869,2466,R Frizzell,£ 46.30 (£ 46.30) to PI 69692,Judith,2016-06-30,46.3,46.3,0,0.0,2016-07-26 12:29:22,2019-01-25 14:31:07,0
PA,1395,871,868,visacash china,£ 224.79 (£ 224.79) from PA 67525,Judith,2016-03-31,224.79000000000002,224.79000000000002,0,0.0,2016-04-11 15:06:17,2019-01-25 14:31:07,0
PP,1396,871,872,china exp,£ 300.02 (£ 300.02) from PP 67548,Judith,2016-04-01,300.02,300.02,0,0.0,2016-04-11 15:06:17,2019-01-25 14:31:07,0
PI,1397,872,871,china,£ 300.02 (£ 300.02) to PI 67547,Judith,2016-04-01,300.02,300.02,0,0.0,2016-04-11 15:06:17,2019-01-25 14:31:07,0
PI,1398,873,398,djm exp,£ 26.54 (£ 26.54) to PI 62262,Judith,2016-04-01,26.54,26.54,0,0.0,2016-06-28 14:44:37,2019-01-25 14:31:07,0
PI,1399,873,399,djm exp,£ 66.59 (£ 66.59) to PI 62263,Judith,2016-04-01,66.59,66.59,0,0.0,2016-06-28 14:44:37,2019-01-25 14:31:07,0
PI,1400,873,1190,djm exp,£ 10.00 (£ 10.00) to PI 68161,Judith,2016-04-30,10.0,10.0,0,0.0,2016-06-28 14:44:37,2019-01-25 14:31:07,0
PI,1401,873,1191,djm exp,£ 4.86 (£ 4.86) to PI 68162,Judith,2016-04-30,4.86,4.86,0,0.0,2016-06-28 14:44:37,2019-01-25 14:31:07,0
PP,1402,874,1050, (BACS),£ 44.50 (£ 44.50) from PP 68021,Judith,2016-04-28,44.5,44.5,0,0.0,2016-04-28 11:11:21,2019-01-25 14:31:07,0
PP,1403,875,1050, (BACS),£ 178.04 (£ 178.04) from PP 68021,Judith,2016-04-28,178.04000000000002,178.04000000000002,0,0.0,2016-04-28 11:11:21,2019-01-25 14:31:07,0
PP,1404,876,1049,bacs,£ 14.04 (£ 14.04) from PP 68020,Judith,2016-04-28,14.040000000000001,14.040000000000001,0,0.0,2016-04-28 11:11:04,2019-01-25 14:31:07,0
PP,1405,877,1049,bacs,£ 28.33 (£ 28.33) from PP 68020,Judith,2016-04-28,28.330000000000002,28.330000000000002,0,0.0,2016-04-28 11:11:04,2019-01-25 14:31:07,0
PP,1406,878,1049,bacs,£ 58.05 (£ 58.05) from PP 68020,Judith,2016-04-28,58.05,58.05,0,0.0,2016-04-28 11:11:04,2019-01-25 14:31:07,0
PP,1407,879,1051, (BACS),£ 384.72 (£ 384.72) from PP 68022,Judith,2016-04-28,384.71999999999997,384.71999999999997,0,0.0,2016-04-28 11:11:37,2019-01-25 14:31:07,0
PP,1408,880,1051, (BACS),£ 235.92 (£ 235.92) from PP 68022,Judith,2016-04-28,235.92,235.92,0,0.0,2016-04-28 11:11:37,2019-01-25 14:31:07,0
PP,1409,881,1051, (BACS),£ 284.35 (£ 284.35) from PP 68022,Judith,2016-04-28,284.35,284.35,0,0.0,2016-04-28 11:11:37,2019-01-25 14:31:07,0
PP,1410,882,1491,bacs,£ 7319.17 (€ 9260.00) from PP 68501,Olia,2016-05-19,7319.17,9260.0,0,0.0,2016-05-20 12:55:15,2019-01-25 14:31:07,0
PP,1411,883,1491,bacs,£ 27.66 (€ 35.00) from PP 68501,Olia,2016-05-19,27.660000000000004,35.0,0,0.0,2016-05-20 12:55:16,2019-01-25 14:31:07,0
PP,1412,884,1345,BCARD,£ 316.00 (£ 316.00) from PP 68316,Judith,2016-04-08,316.0,316.0,0,0.0,2016-05-10 16:49:43,2019-01-25 14:31:07,0
PP,1413,885,1740, (BACS),£ 6.84 (£ 6.84) from PP 68966,Judith,2016-05-27,6.840000000000001,6.840000000000001,0,0.0,2016-05-27 10:47:32,2019-01-25 14:31:07,0
PP,1414,886,1740, (BACS),£ 18.00 (£ 18.00) from PP 68966,Judith,2016-05-27,18.0,18.0,0,0.0,2016-05-27 10:47:32,2019-01-25 14:31:07,0
PA,1415,887,633,visa,£ 26.50 (£ 26.50) from PA 66436,Judith,2016-03-31,26.5,26.5,0,0.0,2016-07-26 12:29:22,2019-01-25 14:31:07,0
PA,1416,887,869,24feb,£ 3.70 (£ 3.70) from PA 67529,Judith,2016-03-31,3.7,3.7,0,0.0,2016-07-26 12:29:22,2019-01-25 14:31:07,0
PP,1417,888,1724,bacs,£ 22200.00 (£ 22200.00) from PP 68950,Judith,2016-05-27,22200.0,22200.0,0,0.0,2016-05-27 10:22:30,2019-01-25 14:31:07,0
PP,1418,889,1510,bacs,£ 102.00 (£ 102.00) from PP 68528,Olia,2016-05-03,102.0,102.0,0,0.0,2016-05-20 13:55:18,2019-01-25 14:31:07,0
PP,1419,890,1039, (BACS),£ 500.40 (£ 500.40) from PP 68010,Judith,2016-04-28,500.4,500.4,0,0.0,2016-04-28 11:06:02,2019-01-25 14:31:07,0
PP,1420,891,1039, (BACS),£ 55.20 (£ 55.20) from PP 68010,Judith,2016-04-28,55.2,55.2,0,0.0,2016-04-28 11:06:02,2019-01-25 14:31:07,0
PP,1421,892,1045,bacs,£ 117.00 (£ 117.00) from PP 68016,Judith,2016-04-28,117.0,117.0,0,0.0,2016-04-28 11:08:28,2019-01-25 14:31:07,0
PA,1422,893,264,bacs,£ 7.84 (€ 10.00) from PA 57989,Judith,2016-03-07,7.840000000000001,10.0,0,0.0,2016-05-10 11:49:35,2019-01-25 14:31:07,0
PC,1423,893,1299,REVAL,£ 0.06 (€ 0.00) from PC 68270,Judith,2016-03-07,0.06,0.0,0,0.0,2016-05-10 11:49:35,2019-01-25 14:31:07,0
PA,1424,893,327,,£ 391.70 (€ 538.20) from PA 59910,Judith,2016-03-07,391.7,538.2,0,0.0,2016-05-10 11:49:35,2019-01-25 14:31:07,0
PC,1425,893,1300,REVAL,£ 33.70 (€ 0.00) from PC 68271,Judith,2016-03-07,33.7,0.0,0,0.0,2016-05-10 11:49:35,2019-01-25 14:31:07,0
PP,1426,893,68272,Cancel,0.00 Link Removed,Judith,,0.0,0.0,0,0.0,2016-05-10 11:49:35,2019-01-25 14:31:07,0
PA,1427,893,1531,,£ 1048.71 (€ 1326.80) from PA 68549,Judith,2016-04-21,1048.71,1326.8,0,0.0,2016-09-02 16:20:17,2019-01-25 14:31:07,0
PP,1428,894,68272,Cancel,0.00 Link Removed,Judith,,0.0,0.0,0,0.0,2016-05-10 11:49:35,2019-01-25 14:31:07,0
PA,1429,894,1531,,£ 509.34 (€ 644.40) from PA 68549,Judith,2016-04-21,509.34,644.4,0,0.0,2016-09-02 16:20:17,2019-01-25 14:31:07,0
SR,1430,895,1558,4485,£ 3300.00 (£ 3300.00) from SR 68645,Olia,2016-05-16,3300.0,3300.0,0,0.0,2016-05-22 15:57:05,2019-01-25 14:31:07,0
SR,1431,896,1555,4484 4483,£ 1050.00 (£ 1050.00) from SR 68642,Olia,2016-05-13,1050.0,1050.0,0,0.0,2016-05-22 15:54:15,2019-01-25 14:31:07,0
SR,1432,897,1555,4484 4483,£ 2700.00 (£ 2700.00) from SR 68642,Olia,2016-05-13,2700.0,2700.0,0,0.0,2016-05-22 15:54:15,2019-01-25 14:31:07,0
SC,1433,898,1172,185,£ 950.00 (£ 950.00) from SC 68143,Olia,2016-05-06,950.0,950.0,0,0.0,2016-06-19 22:47:11,2019-01-25 14:31:07,0
SC,1434,899,1172,185,£ 650.00 (£ 650.00) from SC 68143,Olia,2016-05-06,650.0,650.0,0,0.0,2016-06-19 22:47:11,2019-01-25 14:31:07,0
SR,1435,900,1553,4481,£ 1350.00 (£ 1350.00) from SR 68640,Olia,2016-05-11,1350.0,1350.0,0,0.0,2016-05-22 15:51:18,2019-01-25 14:31:07,0
SR,1436,901,1556,4480,£ 1050.00 (£ 1050.00) from SR 68643,Olia,2016-05-13,1050.0,1050.0,0,0.0,2016-05-22 15:55:35,2019-01-25 14:31:07,0
SR,1437,902,1499,4479,£ 1350.00 (£ 1350.00) from SR 68517,Olia,2016-05-06,1350.0,1350.0,0,0.0,2016-05-20 13:46:23,2019-01-25 14:31:07,0
SR,1438,903,1869,"4478,4492,4487",£ 695.86 (€ 887.50) from SR 69095,Judith,2016-05-23,695.86,887.5,0,0.0,2016-06-02 11:06:26,2019-01-25 14:31:07,0
SC,1439,903,1870,REVAL,£ 5.63 (€ 0.00) from SC 69096,Judith,2016-05-23,5.63,0.0,0,0.0,2016-06-02 11:06:26,2019-01-25 14:31:07,0
SR,1440,904,1869,"4478,4492,4487",£ 617.45 (€ 787.50) from SR 69095,Judith,2016-05-23,617.45,787.5,0,0.0,2016-06-02 11:06:26,2019-01-25 14:31:07,0
SC,1441,904,1871,REVAL,£ 5.00 (€ 0.00) from SC 69097,Judith,2016-05-23,5.0,0.0,0,0.0,2016-06-02 11:06:26,2019-01-25 14:31:07,0
PP,1442,905,1010,bacs wg,£ 210.70 (£ 210.70) from PP 67981,Judith,2016-04-25,210.7,210.7,0,0.0,2016-04-27 16:53:01,2019-01-25 14:31:07,0
PA,1443,906,57989,Cancel,0.00 Link Removed,Judith,,0.0,0.0,0,0.0,2016-04-15 16:35:47,2019-01-25 14:31:07,0
PC,1444,906,67642,Cancel,0.00 Link Removed,Judith,,0.0,0.0,0,0.0,2016-04-15 16:35:47,2019-01-25 14:31:07,0
PA,1445,906,59910,Cancel,0.00 Link Removed,Judith,,0.0,0.0,0,0.0,2016-04-15 16:35:47,2019-01-25 14:31:07,0
PC,1446,906,67643,Cancel,0.00 Link Removed,Judith,,0.0,0.0,0,0.0,2016-04-15 16:35:47,2019-01-25 14:31:07,0
PP,1447,906,68272,Cancel,0.00 Link Removed,Judith,,0.0,0.0,0,0.0,2016-05-10 11:49:35,2019-01-25 14:31:07,0
PA,1448,906,1531,,£ 391.70 (€ 538.20) from PA 68549,Judith,2016-04-21,391.7,538.2,0,0.0,2016-09-02 16:20:17,2019-01-25 14:31:07,0
PA,1449,907,59910,Cancel,0.00 Link Removed,Judith,,0.0,0.0,0,0.0,2016-04-15 16:35:47,2019-01-25 14:31:07,0
PC,1450,907,67644,Cancel,0.00 Link Removed,Judith,,0.0,0.0,0,0.0,2016-04-15 16:35:47,2019-01-25 14:31:07,0
PP,1451,907,68272,Cancel,0.00 Link Removed,Judith,,0.0,0.0,0,0.0,2016-05-10 11:49:35,2019-01-25 14:31:07,0
PA,1452,907,1531,,£ 7.28 (€ 10.00) from PA 68549,Judith,2016-04-21,7.279999999999999,10.0,0,0.0,2016-09-02 16:20:18,2019-01-25 14:31:07,0
PI,1453,908,909,djm exp,£ 18.00 (£ 18.00) to PI 67818,Judith,2016-03-31,18.0,18.0,0,0.0,2016-04-19 15:42:42,2020-11-12 13:32:37,0
